fips,County Population,Total Elderly Count,Elderly per Capita,Maskless per Capita,ICU Beds,Rate of Change,Density per square mile
13153,157863,20492,0.12980875822707,0.032,36,100.06,372.5
13155,9416,1696,0.180118946474087,0.098,0,6.61,26.9
13157,72977,10699,0.146607835345383,0.125,0,69.32,178.1
13159,14219,2520,0.177227653140165,0.082,0,10.71,37.8
13161,15115,2440,0.16142904399603,0.124,4,8.58,45.6
13163,15362,2896,0.188517120166645,0.251,0,9.65,32.2
13165,8676,1507,0.173697556477639,0.114,0,1.87,24.0
13167,9643,1790,0.185626879601784,0.119,0,6.48,32.9
13169,28735,5264,0.183191230207065,0.049,0,11.35,72.8
13171,19077,3316,0.173821879750485,0.07,0,14.39,99.8
13173,10423,1470,0.141034251175285,0.102,0,4.1,54.4
13175,47546,8594,0.180751272451941,0.122,16,36.87,60.0
13177,29992,3905,0.130201387036543,0.035,0,17.97,79.5
13179,61435,5908,0.0961666802311386,0.007,0,11.68,129.5
13181,7921,1944,0.245423557631612,0.073,0,3.52,38.0
13183,19559,1987,0.101590060841556,0.014,0,5.19,36.1
13185,117406,14794,0.126007188729707,0.108,48,72.19,220.2
13187,33610,5987,0.178131508479619,0.035,0,20.35,105.9
13189,21312,3853,0.180790165165165,0.072,0,13.42,85.0
13191,14378,4046,0.281402142161636,0.034,0,3.81,33.8
13193,12947,2344,0.18104580211632,0.078,0,3.94,36.8
13195,29880,5197,0.173929049531459,0.165,0,21.94,99.6
13197,8359,1743,0.208517765282929,0.084,0,2.03,23.9
13199,21167,4409,0.208295932347522,0.109,0,9.71,43.9
13201,5718,1287,0.22507869884575,0.064,0,4.39,21.7
13205,21863,3687,0.168641083108448,0.044,0,11.87,45.9
13207,27578,5283,0.19156574080789,0.072,0,17.13,66.8
13209,9172,1606,0.175098124727431,0.114,0,6.16,38.1
13211,19276,3944,0.204606764888981,0.061,0,10.23,51.4
13213,40096,6137,0.153057661612131,0.193,0,35.48,115.0
13215,195769,26880,0.137304680516323,0.063,61,75.61,877.5
13217,111744,14847,0.132866194158076,0.094,10,63.23,367.3
13219,40280,6364,0.157994041708044,0.049,0,28.81,178.0
13221,15259,2958,0.19385280817878,0.056,0,9.97,33.9
13223,168667,18389,0.109025476234237,0.097,8,105.97,455.8
13225,27546,4546,0.165033035649459,0.027,0,14.13,184.3
13227,32591,7282,0.223435917891442,0.038,6,22.19,126.8
13229,19465,3395,0.174415617775494,0.05,0,14.45,59.3
13231,18962,3067,0.161744541715009,0.059,0,15.74,82.7
13233,42613,6695,0.157111679534414,0.106,0,30.45,133.6
13235,11137,2550,0.228966508036275,0.079,6,4.52,48.2
13237,22119,5496,0.248474162484742,0.059,0,11.97,61.6
13241,17137,4819,0.281204411507265,0.1,0,17.19,44.0
13243,6778,1677,0.247418117438773,0.016,0,1.77,18.0
13245,202518,29363,0.144989581173032,0.068,264,138.03,618.4
13247,90896,13574,0.149335504312621,0.058,16,38.65,656.5
13249,5257,938,0.178428761651132,0.07,0,2.16,30.0
13251,13966,2730,0.195474724330517,0.198,0,2.81,22.6
13253,8090,1876,0.231891223733004,0.073,0,4.48,37.1
13255,66703,12178,0.182570499078002,0.072,22,39.65,326.1
13257,25925,5121,0.197531340405014,0.087,6,21.9,146.1
13259,6621,996,0.150430448572723,0.055,0,1.84,13.2
13261,29524,5174,0.175247256469313,0.055,10,14.65,68.0
13263,6195,1577,0.2545601291364,0.168,0,2.0,17.5
13265,1537,431,0.280416395575797,0.065,0,0.42,8.8
13267,25286,3803,0.150399430514909,0.051,0,11.0,53.2
13269,8020,1677,0.209102244389027,0.126,0,4.71,23.6
13271,15860,2976,0.187641866330391,0.156,0,4.68,37.7
13273,8531,1713,0.200797092955105,0.019,0,5.45,27.8
13275,44451,8304,0.186812445164338,0.026,35,27.35,82.1
13277,40644,6259,0.153995669717547,0.066,20,31.48,154.9
13279,26830,4549,0.169549012299665,0.097,8,19.61,74.8
13281,12037,4206,0.349422613608042,0.076,0,7.06,62.9
13283,6901,1289,0.186784523982032,0.096,0,3.81,34.5
13285,69922,10638,0.152140957066445,0.175,20,33.55,161.9
13287,7985,1596,0.199874765184721,0.141,0,6.55,31.3
13289,8120,1895,0.233374384236453,0.04,0,4.77,25.2
13291,24511,8263,0.337113948839297,0.065,5,10.55,66.3
13293,26320,4882,0.18548632218845,0.16,28,21.13,84.0
13295,69761,13199,0.18920313642293,0.144,0,45.68,154.0
13297,94593,14868,0.15717864958295,0.106,7,71.55,257.2
13299,35734,6272,0.175519113449376,0.061,22,21.06,40.7
13301,5254,1216,0.23144271031595,0.095,0,2.23,20.5
13303,20374,3627,0.178021007165996,0.104,0,9.23,31.2
13305,29927,4783,0.159822234102984,0.029,12,13.97,46.9
13307,2607,619,0.237437667817415,0.019,0,0.81,13.4
13309,7855,1159,0.147549331635901,0.135,0,1.81,25.1
13311,30798,7191,0.233489187609585,0.057,0,25.61,112.8
13313,104628,15045,0.143795159995412,0.185,34,124.23,353.2
13315,8635,1569,0.181702374059062,0.173,0,6.61,24.5
13317,9777,2320,0.237291602741127,0.08,0,5.55,22.6
13319,8954,1808,0.201920929193656,0.039,0,5.9,21.4
13321,20247,4024,0.19874549315948,0.069,0,12.26,38.0
15001,201513,44041,0.218551656716936,0.01,24,9.35,45.9
15003,974563,177668,0.18230529991391,0.011,148,82.65,1586.7
15007,72293,14951,0.206811171206064,0.0,9,1.03,108.2
15009,167417,31749,0.189640239641136,0.034,20,16.94,133.3
16001,481587,71958,0.149418485133527,0.118,105,393.81,372.8
16003,4294,1284,0.299021891010713,0.094,0,4.77,2.9
16005,87808,12894,0.146843112244898,0.084,20,60.68,74.5
16007,6125,1265,0.206530612244898,0.151,0,2.58,6.1
16009,9298,2118,0.227790922779092,0.038,0,4.71,12.0
16011,46811,6788,0.145008651812608,0.095,5,26.26,21.8
16013,23021,4683,0.203422961643717,0.155,0,8.55,8.1
16015,7831,2058,0.262801685608479,0.057,0,3.19,3.7
16017,45739,11614,0.253918975054111,0.088,4,30.94,23.6
16019,119062,16112,0.135324452806101,0.096,35,82.61,55.9
16021,12245,2825,0.23070641077991,0.045,0,6.65,8.6
16023,2597,614,0.23642664613015,0.107,0,1.19,1.3
16025,1106,270,0.244122965641953,0.186,0,0.06,1.0
16027,229849,32213,0.140148532297291,0.113,41,156.48,321.6
16029,7155,1241,0.173445143256464,0.1,0,2.84,3.9
16031,24030,3473,0.144527673741157,0.134,6,11.84,8.9
16033,845,164,0.194082840236686,0.119,0,0.13,0.6
16035,8756,2451,0.279922338967565,0.037,0,8.65,3.6
16037,4315,1298,0.300811123986095,0.069,0,1.71,0.9
16039,27511,3880,0.141034495292792,0.206,0,14.1,8.8
16041,13876,2029,0.146223695589507,0.131,0,6.61,19.3
16043,13099,2286,0.174517138712879,0.111,0,4.48,7.1
16045,18112,3986,0.220075088339223,0.119,0,13.06,29.8
16047,15179,2712,0.178667896435865,0.211,0,6.0,21.2
16049,16667,4773,0.28637427251455,0.045,0,8.13,1.9
16051,29871,3455,0.115664021961099,0.099,0,15.58,23.9
16053,24412,3232,0.132393904637064,0.175,0,10.06,37.5
16055,165697,32193,0.194288369735119,0.146,55,159.58,111.3
16057,40108,5650,0.140869651939763,0.002,0,13.68,34.6
16059,8027,2459,0.306341098791578,0.109,0,0.94,1.7
16061,3838,1031,0.2686294945284,0.027,0,4.26,8.0
16063,5366,759,0.141446142377935,0.18,0,2.48,4.3
16065,39907,2829,0.0708898188287769,0.101,4,31.35,80.0
16067,21039,3417,0.162412662198774,0.134,0,9.55,26.5
16069,40408,8168,0.202138190457335,0.009,9,22.1,46.3
16071,4531,926,0.204369896270139,0.083,0,3.32,3.6
16073,11823,2134,0.180495644083566,0.123,0,5.84,1.5
16075,23951,4461,0.186255271178656,0.081,0,12.81,55.6
16077,7681,1203,0.156620231740659,0.078,0,2.23,5.6
16079,12882,2981,0.231408166433784,0.068,0,10.13,4.9
16081,12142,1596,0.131444572558063,0.099,0,5.1,22.6
16083,86878,13589,0.156414742512489,0.166,30,34.03,40.2
16085,11392,2955,0.259392556179775,0.041,0,7.71,2.7
16087,10194,2643,0.25927015891701,0.136,0,6.84,7.0
17001,65435,13513,0.206510277374494,0.18,25,54.23,78.5
17003,5761,1332,0.23120985939941,0.11,0,2.45,35.0
17005,16426,3194,0.19444782661634,0.07,0,15.1,46.7
17007,53544,8642,0.161399970118034,0.025,0,34.58,193.0
17009,6578,925,0.140620249315902,0.18,0,3.9,22.7
17011,32628,7339,0.224929508397695,0.012,9,20.97,40.2
17013,4739,1143,0.241190124498839,0.082,0,3.84,20.0
17015,14305,3691,0.258021670744495,0.03,0,8.03,34.6
17017,12147,2218,0.182596525891167,0.103,0,19.16,36.3
17019,209689,27827,0.132706055157877,0.0,51,90.61,201.8
17021,32304,6532,0.202204061416543,0.059,0,22.13,49.1
17023,15441,3115,0.201735638883492,0.127,0,12.81,32.6
17025,13184,2738,0.207675970873786,0.062,0,10.48,29.5
17027,37562,6745,0.179569777967094,0.102,4,35.65,79.7
17029,50621,8848,0.174789119140278,0.112,9,29.84,106.0
17031,5150233,776229,0.150717258811397,0.023,1606,2675.16,5495.1
17033,18667,3622,0.194032249424117,0.146,0,13.81,44.7
17035,10766,2198,0.204161248374512,0.095,0,9.87,31.9
17037,104897,13552,0.129193399239254,0.007,16,49.39,166.6
17039,15638,3092,0.197723494052948,0.035,0,8.97,41.7
17041,19465,3568,0.183303365014128,0.048,0,15.13,48.0
17043,922921,148998,0.161441770205684,0.01,257,471.81,2799.8
17045,17161,3867,0.225336518850883,0.174,0,16.16,29.8
17047,6395,1399,0.218764659890539,0.086,0,5.45,30.2
17049,34008,6087,0.178987297106563,0.072,10,32.26,71.5
17051,21336,4136,0.193850768653918,0.069,4,27.48,30.9
17053,12961,2496,0.192577733199599,0.011,2,14.39,29.0
17055,38469,8024,0.20858353479425,0.099,0,40.42,96.8
17057,34340,7278,0.211939429237041,0.016,5,26.84,42.8
17059,4828,1179,0.244200497100249,0.201,0,4.32,17.3
17061,12969,2598,0.200323849178811,0.136,0,8.55,25.6
17063,51054,7440,0.145728052650135,0.056,8,31.52,119.8
17065,8116,1816,0.223755544603253,0.138,0,6.52,19.5
17067,17708,4169,0.235430313982381,0.147,0,10.81,24.1
17069,3821,1021,0.267207537293902,0.163,0,1.84,24.3
17071,6646,1687,0.253836894372555,0.096,0,3.16,19.3
17073,48913,10217,0.208881074560955,0.067,3,30.52,61.3
17075,27114,5967,0.220070812126577,0.097,0,18.68,26.6
17077,56750,9240,0.162819383259912,0.066,21,28.97,103.1
17079,9610,1900,0.197710718002081,0.099,0,7.06,19.6
17081,37684,7332,0.194565332767222,0.122,22,31.77,68.0
17083,21773,4317,0.198273090524962,0.074,4,21.03,62.2
17085,21235,6125,0.288438898045679,0.034,0,9.48,37.7
17087,12417,2718,0.218893452524764,0.124,0,7.9,36.6
17089,532403,75941,0.142638189491795,0.013,103,289.61,990.8
17091,109862,19031,0.173226411316015,0.044,56,58.23,167.7
17093,128990,13824,0.10717109853477,0.001,0,73.42,358.2
17095,49699,10904,0.21940079277249,0.035,18,37.71,73.9
17097,696535,103201,0.148163408873926,0.02,108,329.9,1585.6
17099,108669,21033,0.193551058719598,0.018,13,67.39,100.4
17101,15678,2800,0.178594208444955,0.197,0,27.97,45.2
17103,34096,6878,0.201724542468325,0.013,6,21.32,49.7
17105,35648,6913,0.193923922800718,0.03,5,26.71,37.3
17107,28618,5331,0.186281361380949,0.046,0,29.71,49.0
17109,29682,5387,0.181490465602048,0.041,7,11.9,55.3
17111,307774,46900,0.152384541904124,0.03,33,144.29,511.9
17113,171517,23622,0.137723957391979,0.085,30,93.87,143.3
17115,104009,21195,0.203780442077128,0.016,65,41.61,190.8
17117,44926,9145,0.203556960334773,0.015,0,30.71,55.4
17119,262966,46334,0.176197683350699,0.035,58,200.71,376.3
17121,37205,7366,0.197984141916409,0.1,9,31.94,68.9
17123,11438,2700,0.236055254415108,0.048,0,5.06,32.7
17125,13359,2994,0.224118571749382,0.238,0,8.94,27.2
17127,13772,2948,0.21405750798722,0.097,0,9.13,65.0
17129,12196,2442,0.20022958346999,0.102,0,7.84,40.4
17131,15437,3365,0.21798276867267,0.039,0,9.55,29.3
17133,34637,6360,0.183618673672662,0.003,0,32.55,85.6
17135,28414,5853,0.205990004927149,0.018,0,31.52,42.8
17137,33658,6803,0.202121338166261,0.05,9,25.16,62.5
17139,14501,2813,0.193986621612303,0.081,0,10.68,44.2
17141,50643,9711,0.191754043006931,0.053,4,38.03,70.5
17143,179179,31489,0.175740460656662,0.039,107,120.19,301.2
17145,20916,4007,0.191575827117996,0.055,0,34.1,50.6
17147,16344,3240,0.198237885462555,0.003,0,7.68,38.1
17149,15561,3312,0.21283979178716,0.138,0,11.42,19.8
17151,4177,1183,0.283217620301652,0.104,0,2.94,12.1
17153,5335,1235,0.231490159325211,0.117,0,3.94,30.9
17155,5739,1329,0.231573444851019,0.021,0,2.23,37.5
17157,31782,6157,0.193726008432446,0.008,0,32.87,58.2
17159,15513,3270,0.210790949526204,0.111,8,15.84,45.1
17161,141879,28046,0.197675484039217,0.078,58,73.03,345.0
17163,259686,42597,0.164032716434463,0.032,42,182.16,410.6
17165,23491,4813,0.204886977991571,0.117,0,20.35,65.6
17167,194672,35833,0.184068587161996,0.017,99,91.48,227.4
17169,6768,1586,0.234338061465721,0.132,0,8.16,17.3
17171,4951,972,0.196323974954555,0.113,0,2.68,21.3
17173,21634,5014,0.231764814643617,0.07,0,12.45,29.5
17175,5342,1216,0.227630101085736,0.013,0,5.65,20.8
17177,44498,10426,0.234302665288328,0.036,8,23.65,84.5
17179,131803,25457,0.193144313862355,0.044,8,107.65,208.6
17181,16653,3643,0.218759382693809,0.1,0,15.74,43.1
17183,75758,15028,0.198368489136461,0.023,12,76.52,90.9
17185,11520,2463,0.213802083333333,0.078,4,14.19,53.5
17187,16844,3398,0.201733554975065,0.042,0,12.13,32.6
17189,13887,2879,0.20731619500252,0.118,0,16.1,26.2
17191,16215,3604,0.222263336416898,0.086,4,13.26,23.5
17193,13537,2893,0.213710571027554,0.19,0,15.58,29.6
17195,55175,11732,0.212632532850023,0.025,9,32.39,85.5
17197,690743,93591,0.135493229754047,0.041,92,393.58,809.6
17199,66597,12962,0.19463339189453,0.095,26,51.58,157.9
17201,282572,50817,0.17983735118837,0.031,87,149.77,575.2
17203,38459,7172,0.186484307964326,0.062,0,30.94,73.3
18001,35777,5681,0.15878916622411,0.136,4,24.84,101.4
18003,379299,56584,0.149180461851995,0.07,170,264.13,540.6
18005,83779,13851,0.165327826782368,0.138,17,59.71,188.7
18007,8748,1571,0.179583904892547,0.082,0,10.77,21.8
18009,11758,2574,0.218914781425412,0.093,0,9.35,77.3
18011,67843,9342,0.137700278584379,0.052,8,56.45,133.9
18013,15092,3833,0.253975616220514,0.055,0,11.13,48.9
18015,20257,4060,0.200424544601866,0.059,0,18.19,54.1
18017,37689,6889,0.182785428108997,0.037,5,33.52,94.5
18019,118302,19117,0.161594901185103,0.068,25,91.45,295.6
18021,26225,4779,0.182230695900858,0.122,0,16.45,75.2
18023,32399,5440,0.167906416864718,0.088,0,39.58,82.0
18025,10577,2124,0.200813084995745,0.067,0,8.42,35.1
18027,33351,5147,0.154328206050793,0.049,5,18.58,73.7
18029,49458,9064,0.183266610052974,0.083,8,44.94,164.1
18031,26559,4629,0.174291200722919,0.175,0,22.65,69.1
18033,43475,7200,0.16561242093157,0.109,8,32.35,116.4
18035,114135,19927,0.174591492530775,0.095,36,76.0,300.1
18037,42736,7634,0.17863159865219,0.01,26,65.77,98.0
18039,206341,31210,0.151254476812655,0.03,35,141.42,426.5
18041,23102,4740,0.205177040948836,0.161,20,18.68,112.9
18043,78522,12927,0.164629021166043,0.053,16,54.42,504.1
18045,16346,3318,0.202985439862963,0.077,0,20.06,43.6
18047,22758,4318,0.189735477634239,0.07,7,13.84,60.1
18049,19974,3976,0.199058776409332,0.142,4,15.0,56.6
18051,33659,5981,0.17769393030096,0.09,5,29.13,68.7
18053,65769,12783,0.194362085481002,0.053,19,60.94,169.2
18055,31922,6332,0.198358498840925,0.099,5,25.29,61.1
18057,338011,43311,0.128134883184275,0.07,10,300.06,696.4
18059,78168,12875,0.164709343977075,0.068,24,70.06,228.8
18061,40515,7336,0.18106873997285,0.094,4,33.45,81.2
18063,170311,24197,0.142075379746464,0.054,39,145.74,357.4
18065,47972,9264,0.193112649045276,0.183,10,50.19,126.2
18067,82544,16415,0.198863636363636,0.008,13,88.65,282.4
18069,36520,6394,0.175082146768894,0.15,0,32.71,97.0
18071,44231,7364,0.166489566141394,0.097,7,41.23,83.2
18073,33562,6083,0.181246647994756,0.186,4,27.52,59.8
18075,20436,3775,0.184723037776473,0.141,0,12.77,55.4
18077,32308,5930,0.183545870991705,0.083,6,26.26,89.9
18079,27735,4675,0.168559581755904,0.095,0,22.32,75.7
18081,158167,23480,0.148450688196653,0.057,6,156.13,435.8
18083,36594,6736,0.184073891894846,0.158,30,29.45,74.5
18085,79456,13721,0.172686770036246,0.073,14,61.16,145.6
18087,39614,5489,0.138562124501439,0.059,0,16.16,97.8
18089,485493,82195,0.169302132059577,0.043,188,328.9,994.1
18091,109888,20303,0.18476084740827,0.084,34,79.16,186.3
18093,45370,9342,0.205906986995812,0.092,6,42.65,102.7
18095,129569,24197,0.186749917032624,0.062,21,109.35,291.3
18097,964582,124220,0.128781171533369,0.051,526,765.71,2279.6
18099,46258,8455,0.182779194950063,0.12,7,39.87,106.1
18101,10255,2114,0.206143344709898,0.041,0,6.71,30.8
18103,35516,6399,0.180172316702331,0.054,4,28.84,98.7
18105,148431,20114,0.135510776050825,0.037,38,70.19,349.7
18107,38338,7020,0.183108143356461,0.07,5,38.61,75.6
18109,70489,12201,0.173090836868164,0.06,10,58.58,170.5
18111,13984,2818,0.201516018306636,0.102,0,7.16,35.5
18113,47744,7885,0.165151642091153,0.057,0,40.52,115.7
18115,5875,1317,0.224170212765957,0.06,0,4.84,71.1
18117,19646,3890,0.198004682887102,0.096,0,15.68,49.8
18119,20799,4145,0.199288427328237,0.094,0,20.55,56.0
18121,16937,3380,0.199563086733188,0.116,0,16.19,39.0
18123,19169,3638,0.189785591319318,0.01,4,10.26,50.7
18125,12389,2541,0.205101299539914,0.052,0,12.32,38.4
18127,170389,28752,0.168743287418789,0.05,32,121.68,393.0
18129,25427,5003,0.196759350296928,0.132,0,19.03,63.3
18131,12353,2481,0.200841900752854,0.135,0,12.23,30.9
18133,37576,6411,0.17061422184373,0.075,6,33.84,79.0
18135,24665,5134,0.208149199270221,0.128,0,15.26,57.9
18137,28324,5185,0.183060302217201,0.054,0,28.06,64.6
18139,16581,3108,0.187443459381219,0.133,0,18.71,42.6
18141,271826,43960,0.161721100998433,0.031,74,197.29,583.0
18143,23873,4074,0.170653038998031,0.036,4,22.71,127.0
18145,44729,7829,0.175031858525789,0.16,0,46.84,108.1
18147,20277,4052,0.199832322335651,0.017,0,18.16,52.8
18149,22995,4373,0.190171776473146,0.177,1,18.23,75.6
18151,34594,7254,0.209689541538995,0.04,2,33.26,110.7
18153,20669,3820,0.184817843146741,0.127,4,18.48,48.0
18155,10751,1870,0.173937308157381,0.089,0,7.13,48.1
18157,195732,23280,0.118938139905585,0.093,30,173.13,345.7
18159,15148,3239,0.213823607076842,0.033,0,13.42,61.2
18161,7054,1390,0.197051318400907,0.095,0,6.61,46.6
18163,181451,31490,0.173545475086938,0.07,154,157.32,769.7
18165,15498,3148,0.203122983610788,0.113,6,16.77,63.1
18167,107038,17876,0.167006109979633,0.118,54,89.81,267.4
18169,30996,6587,0.212511291779584,0.07,0,23.61,79.7
18171,8265,1701,0.205807622504537,0.079,0,8.61,23.3
18173,62998,11273,0.178942188640909,0.045,24,55.74,155.1
18175,28036,4861,0.173384220288201,0.097,0,18.29,55.0
18177,65884,12874,0.195404043470342,0.162,30,55.1,171.5
18179,28296,5270,0.186245405711055,0.205,7,17.06,75.1
18181,24102,4900,0.203302630487097,0.056,0,28.55,48.8
18183,33964,6298,0.185431633494288,0.061,0,30.68,99.2
19001,7152,1648,0.230425055928412,0.073,0,5.23,13.5
19003,3602,852,0.236535258189895,0.148,0,3.06,9.5
19005,13687,3212,0.234675239278147,0.138,0,10.61,22.4
19007,12426,2843,0.228794463222276,0.044,3,5.42,25.9
19009,5496,1358,0.247088791848617,0.224,0,2.58,13.8
19011,25645,4885,0.190485474751414,0.098,0,8.19,36.4
19013,131228,22243,0.16949888743256,0.032,24,53.48,231.7
19015,26234,4987,0.190096820919418,0.09,3,16.23,46.0
19017,25062,4977,0.198587502992578,0.048,0,9.03,55.7
19019,21175,3867,0.182621015348288,0.021,0,7.48,36.7
19021,19620,3271,0.166717635066259,0.183,5,20.1,35.2
19023,14439,3301,0.228616940231318,0.052,0,7.45,25.6
19025,9668,2272,0.235002068680182,0.212,2,2.74,17.0
19027,20165,4171,0.206843540788495,0.153,6,12.06,36.6
19029,12836,3022,0.235431598628856,0.341,4,7.16,24.7
19031,18627,3788,0.203360712943577,0.026,0,9.19,31.9
19033,42450,9484,0.223415783274441,0.061,18,22.71,77.7
19035,11235,2770,0.246550956831331,0.183,0,10.16,20.9
19037,11933,2525,0.211598089332104,0.075,0,5.0,24.7
19039,9395,1807,0.192336349121873,0.078,0,6.23,21.5
19041,16016,3386,0.211413586413586,0.224,0,11.16,29.4
19043,17549,4274,0.243546640834236,0.123,0,8.26,23.3
19045,46429,9252,0.199272006719938,0.092,10,24.1,70.7
19047,16820,3019,0.1794887039239,0.089,0,10.87,23.9
19049,93453,11351,0.121462125346431,0.036,0,47.32,112.4
19051,9000,1597,0.177444444444444,0.038,0,5.19,17.4
19053,7870,1601,0.203430749682338,0.248,0,3.39,15.9
19055,17011,3366,0.197871965198989,0.035,0,5.74,30.7
19057,38967,8264,0.212076885569841,0.135,12,19.71,96.9
19059,17258,4612,0.26723838219956,0.276,3,9.48,43.8
19061,97311,17819,0.183113933676563,0.037,18,41.06,154.0
19063,9208,1989,0.216007819287576,0.241,0,7.74,26.0
19065,19650,4222,0.214860050890585,0.054,0,10.61,28.6
19067,15642,3478,0.222350083109577,0.063,0,6.48,32.6
19069,10070,2152,0.213704071499503,0.088,0,5.16,18.4
19071,6960,1629,0.234051724137931,0.048,0,3.16,14.6
19073,8888,2003,0.2253600360036,0.116,4,3.55,16.4
19075,12232,2595,0.212148463047744,0.038,0,6.81,24.8
19077,10689,2435,0.227804284778745,0.162,0,5.9,18.5
19079,14773,3097,0.2096392066608,0.143,0,10.32,27.2
19081,10630,2420,0.227657572906867,0.08,0,9.55,19.9
19083,16846,3801,0.225632197554316,0.074,0,8.71,30.8
19085,14049,2790,0.19859064702114,0.118,0,11.03,21.4
19087,19954,3892,0.195048611807156,0.123,0,19.77,46.4
19089,9158,1911,0.208670015287181,0.077,0,4.71,20.2
19091,9558,2116,0.221385227034945,0.243,0,6.06,22.6
19093,6860,1511,0.220262390670554,0.153,0,5.55,16.4
19095,16184,3126,0.193153732081068,0.027,0,4.81,27.9
19097,19439,4140,0.212973918411441,0.032,0,9.84,31.2
19099,37185,7249,0.194944197929273,0.102,4,19.35,50.4
19101,18295,4339,0.237168625307461,0.074,0,9.52,38.7
19103,151140,18565,0.122833134841868,0.014,95,46.26,213.1
19105,20681,4375,0.211546830424061,0.04,0,7.81,35.9
19107,10246,2259,0.220476283427679,0.035,0,5.26,18.1
19109,14813,3610,0.243704853844596,0.135,0,14.61,16.0
19111,33657,7057,0.209674064830496,0.17,10,25.39,69.3
19113,226706,36853,0.16255855601528,0.039,44,67.55,294.6
19115,11035,2137,0.193656547349343,0.097,0,6.0,28.3
19117,8600,1923,0.223604651162791,0.032,0,7.74,20.7
19119,11755,2159,0.183666524883029,0.078,0,6.52,19.7
19121,16338,2880,0.17627616599339,0.01,0,8.52,27.9
19123,22095,4096,0.185381307988233,0.069,0,13.9,39.2
19125,33253,6128,0.184284124740625,0.053,3,20.32,60.1
19127,39369,7279,0.184891666031649,0.077,0,15.39,71.0
19129,15109,2856,0.189026408101132,0.064,0,6.84,34.4
19131,10586,2265,0.213961836387682,0.046,0,7.48,23.0
19133,8615,2129,0.247127103888566,0.078,0,3.26,13.3
19135,7707,1564,0.202932399117685,0.034,0,7.1,18.4
19137,9917,2147,0.216496924473127,0.218,8,8.94,25.3
19139,42664,7341,0.172065441590099,0.12,5,19.74,97.7
19141,13753,2840,0.206500399912746,0.173,0,8.68,25.1
19143,5958,1352,0.226921785834173,0.195,0,2.39,16.2
19145,15107,3488,0.230886344078904,0.088,2,6.61,29.8
19147,8886,1965,0.221134368669818,0.199,0,4.84,16.7
19149,25177,4666,0.185327878619375,0.125,0,18.26,29.0
19151,6619,1551,0.234325426801632,0.214,0,4.52,12.7
19153,490161,66091,0.134835288813267,0.044,112,235.19,750.5
19155,93206,16732,0.179516340149776,0.115,29,56.94,98.0
19157,18504,3954,0.213683527885863,0.121,5,6.26,32.3
19159,4894,1214,0.248058847568451,0.144,0,4.32,9.6
19161,9721,2322,0.238864314370949,0.18,0,4.94,18.0
19163,172943,28886,0.167026129996588,0.075,46,83.23,360.7
19165,11454,2645,0.230923694779116,0.099,0,5.48,20.6
19167,34855,5668,0.162616554296371,0.12,0,19.16,43.9
19169,97117,12269,0.126332156059186,0.045,14,36.0,156.3
19171,16854,3356,0.199121870179186,0.066,0,6.26,24.6
19173,6121,1392,0.227413821271034,0.09,0,2.35,11.9
19175,12241,2573,0.21019524548648,0.03,4,7.71,29.6
19177,7044,1586,0.225156161272005,0.107,0,2.9,15.6
19179,34969,6423,0.183676971031485,0.034,11,17.68,82.5
19181,51466,8240,0.160105700851047,0.055,0,30.23,81.1
19183,21965,4384,0.199590257227407,0.035,0,13.35,38.2
19185,6441,1451,0.225275578326347,0.138,0,2.48,12.2
19187,35904,6759,0.188252005347594,0.209,8,24.13,53.1
19189,10354,2282,0.22039791384972,0.07,0,5.23,27.1
19191,19991,4217,0.210944925216347,0.122,0,11.97,30.5
19193,103107,15857,0.153791692125656,0.113,33,58.06,117.1
19195,7381,1545,0.209321230185612,0.072,0,4.77,19.0
19197,12562,2904,0.231173380035026,0.172,0,7.81,22.8
20001,12369,2594,0.209717842994583,0.153,0,9.0,26.7
20003,7858,1687,0.21468567065411,0.189,0,5.77,14.0
20005,16073,2829,0.176009456853108,0.137,4,12.19,39.3
20007,4427,1022,0.230856110232663,0.069,0,2.77,4.3
20009,25779,5132,0.199076767911866,0.107,4,15.97,30.9
20011,14534,2940,0.202284298885372,0.167,0,11.71,23.9
20013,9564,1983,0.207340025094103,0.089,0,8.48,17.5
20015,66911,10502,0.156954760801662,0.053,16,59.55,46.1
20017,2648,687,0.259441087613293,0.151,0,1.65,3.6
20019,3250,903,0.277846153846154,0.128,0,3.19,5.7
20021,19939,3930,0.197101158533527,0.131,0,18.0,36.8
20023,2657,726,0.273240496800903,0.065,0,2.16,2.7
20025,1994,428,0.214643931795386,0.163,0,1.65,2.3
20027,8002,1880,0.234941264683829,0.081,0,5.1,13.2
20029,8786,1896,0.215797860232188,0.154,0,7.74,13.3
20031,8179,1794,0.219342217875046,0.085,0,6.42,13.7
20033,1700,434,0.255294117647059,0.112,0,2.19,2.4
20035,34908,6560,0.187922539246018,0.075,4,29.45,32.3
20037,38818,6135,0.15804523674584,0.108,12,30.71,66.4
20039,2827,803,0.284046692607004,0.163,0,0.97,3.3
20041,18466,3748,0.202967616159428,0.106,0,16.39,23.3
20043,7600,1503,0.197763157894737,0.137,0,6.65,20.2
20045,122259,15678,0.128235958088975,0.006,10,50.13,243.1
20047,2798,606,0.216583273766976,0.052,0,2.0,4.9
20049,2530,732,0.289328063241107,0.061,0,1.55,4.5
20051,28553,4571,0.160088256925717,0.154,34,26.0,31.6
